episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
158,36.9207,272,3.3,0.500,0.3420,69,0.023,0.42,-0.75,0.0634,0.1771,0.067,7.9
159,29.7120,298,3.4,0.480,0.3364,69,0.023,0.46,-0.78,0.0649,0.1712,0.053,7.9
160,26.7052,345,3.4,0.470,0.3329,69,0.023,0.53,-0.80,0.0618,0.1615,0.053,8.0
161,23.4642,286,3.3,0.480,0.3298,66,0.024,0.44,-0.78,0.0600,0.1637,0.038,8.0
162,36.2597,287,3.3,0.490,0.3166,64,0.024,0.44,-0.77,0.0832,0.1639,0.037,7.9
163,32.3725,348,3.4,0.530,0.3097,62,0.025,0.54,-0.70,0.0755,0.1659,0.037,7.8
164,37.8275,327,3.2,0.410,0.3098,62,0.025,0.50,-0.89,0.0658,0.1707,0.035,7.7
165,25.0825,298,3.3,0.510,0.3115,61,0.026,0.46,-0.73,0.0631,0.1723,0.036,7.8
166,23.2421,297,3.4,0.430,0.3066,63,0.025,0.46,-0.86,0.0620,0.1744,0.035,7.9
167,29.1140,246,3.5,0.510,0.3026,65,0.024,0.38,-0.73,0.0673,0.1718,0.024,8.0
168,43.2627,315,3.3,0.430,0.3006,63,0.025,0.48,-0.86,0.0654,0.1735,0.023,8.0
169,23.0453,310,3.4,0.470,0.2972,63,0.025,0.48,-0.80,0.0730,0.1712,0.023,8.0
170,34.4989,263,3.4,0.440,0.2989,58,0.027,0.40,-0.84,0.0654,0.1699,0.024,8.0
171,30.0101,341,3.4,0.480,0.3040,64,0.024,0.52,-0.78,0.0600,0.1688,0.024,7.9
172,30.9539,306,3.4,0.460,0.3006,66,0.024,0.47,-0.81,0.0630,0.1728,0.012,7.9
173,33.1273,313,3.3,0.480,0.2990,67,0.023,0.48,-0.78,0.0615,0.1618,0.036,7.9
174,38.1236,274,3.4,0.470,0.3045,67,0.023,0.42,-0.80,0.0643,0.1603,0.035,7.8
175,37.6727,363,3.5,0.470,0.2967,65,0.024,0.56,-0.80,0.0657,0.1598,0.036,7.9
176,30.6897,333,3.3,0.500,0.2897,61,0.026,0.51,-0.75,0.0649,0.1559,0.045,7.9
177,35.5473,266,3.3,0.460,0.2794,71,0.022,0.41,-0.81,0.0621,0.1545,0.045,7.9
178,41.6541,362,3.2,0.490,0.2782,71,0.022,0.56,-0.77,0.0618,0.1583,0.046,7.9
179,41.0923,360,3.2,0.470,0.2786,63,0.025,0.55,-0.80,0.0597,0.1585,0.048,8.0
180,42.0374,329,3.4,0.420,0.2849,63,0.025,0.51,-0.87,0.0611,0.1617,0.036,7.9
181,31.7058,341,3.5,0.540,0.2855,65,0.024,0.52,-0.69,0.0629,0.1555,0.035,7.8
182,30.4593,304,3.4,0.440,0.2901,63,0.025,0.47,-0.84,0.0777,0.1646,0.023,7.7
183,42.3496,354,3.3,0.510,0.2886,67,0.023,0.54,-0.73,0.0712,0.1632,0.034,7.8
184,38.1349,382,3.3,0.440,0.2942,67,0.023,0.59,-0.84,0.0654,0.1634,0.035,7.9
185,26.5774,338,3.3,0.560,0.2950,65,0.024,0.52,-0.66,0.0625,0.1621,0.024,7.9
186,28.7159,302,3.3,0.360,0.2975,69,0.023,0.46,-0.96,0.0666,0.1639,0.024,8.1
187,28.4343,325,3.1,0.590,0.2955,60,0.026,0.50,-0.61,0.0653,0.1618,0.024,8.0
188,38.8988,309,3.2,0.390,0.2947,65,0.024,0.47,-0.92,0.0677,0.1592,0.024,8.0
189,18.3285,256,3.4,0.550,0.2931,60,0.026,0.39,-0.67,0.0657,0.1531,0.024,8.0
190,32.3262,301,3.4,0.400,0.2899,60,0.026,0.46,-0.90,0.0645,0.1429,0.023,7.9
191,15.9326,290,3.5,0.480,0.2977,64,0.024,0.45,-0.78,0.0611,0.1512,0.024,8.0
192,37.0182,271,3.6,0.430,0.3049,65,0.024,0.42,-0.86,0.0614,0.1537,0.024,7.8
193,22.1935,289,3.4,0.510,0.3043,68,0.023,0.44,-0.73,0.0631,0.1478,0.024,7.8
